id	display	issn
AK00830050	Bücher, die man sonst nicht findet : Katalog der Minipressen : [Bibliographie]	0170-5350
AK00832544	Theos : Studienreihe theologische Forschungsergebnisse	1435-6864
AK00832693	Prace Wydziału Filologiczno-Filozoficznego	0208-497X
AK00832953	Jahrbuch ...	1868-6737
AK00832964	Poesiealbum neu : Zeitschrift der Gesellschaft für Zeitgenössische Lyrik e.V. : [Textsammlung (Anthologie u.a.m.)]	2193-9683
AK00833013	Kulturwissenschaftliche Deutschlandstudien : KWD	1865-9772
AK00833017	Greifswalder Beiträge zur Musikwissenschaft	0946-0942
AK00834012	Pressluft : [Comic, Bildergeschichte]	0722-4559
AK00952836	Melville	1965-0361
AK00954725	Blätterwelt : Zeitschrift für Lyrik, Prosa und andere Gedankenwelten	1867-3287
AK00957484	Cahiers du renard	1143-1814
AK00957891	Gotthold Ephraim Lessing im kulturellen Gedächtnis - Materialien zur Rezeptionsgeschichte	2198-1515
AK00957893	Deutschsprachige Gegenwartsliteratur und Medien : DGM	2198-6304
AK00959575	Einsicht : Bulletin des Fritz Bauer-Instituts	1868-4211
AK00959687	Bad Boller Skripte	1860-0859
AK00959916	Scholion : Bulletin	1424-1854
AK00960256	Magyarországi tudósok levelezése	0238-678X
AK00960299	Themenheft	1662-7873
AK00961571	Studies in philosophy and the history of philosophy	0585-6965
AK00961736	Neue Berliner Illustrierte : NBI	0323-5890
AK00961800	Rückert-Studien : Jahrbuch der Rückert-Gesellschaft	1868-7091
AK00962379	Filmblatt-Schriften : Beiträge zur Filmgeschichte	1610-4048
AK00962628	Icon news : the magazine of the Institute of Conservation	1749-8988
AK00962659	Mitteilungen	1865-6749
AK00962672	Flash : nouvelles de l'ica	2076-409X
AK00962672	Flash : nouvelles de l'ica	1728-533X
AK00962686	[ICOM] Cahiers d'étude	1020-5543
AK00964386	Pelzmotte : the world's only humorous literary trade publication	0342-8575
AK00964707	[Deutscher Drucker <Ostfildern>] Deutscher Drucker : Fachmagazin für Vorstufe, Cross Media Publishing, Druck, Weiterverarbeitung ; offizieles Informationsorgan des Fachverbandes Führungskräfte der Druckindustrie und Informationsverarbeitung e.V.	0012-1096
AK00964933	Forum linguisticum	0170-8171
AK00964961	The journal of the Institute of Conservation	1945-5224
AK00965237	Publikacje Instytutu Historii UAM	1234-2041
AK00966802	[Kid's wear / Deutsche Ausgabe] Kid's wear : fashion, life and culture	1614-0206
AK00968045	[Erlanger Forschungen / Sonderreihe] Erlanger Forschungen	0940-4694
AK00968050	Comparatio : Zeitschrift für vergleichende Literaturwissenschaft	1867-7762
AK00968276	Hiador könyvek	1788-5930
AK00968534	Literatur und Recht	2629-7981
AK00969131	HeideggerForum	1868-3355
AK00970348	Das Literaturbuch : literarisches Leben in der Bundesrepublik Deutschland	0946-5561
AK00970351	Lyricus	0942-4091
AK00970405	Berlin im Spiegel	0523-0055
AK00971026	Hinein	3-905659-11-5
AK00971256	Schweizer Rot-Kreuz-Kalender : Jahrbuch zur Belehrung und Unterhaltung für das Schweizervolk	0487-8027
AK00971863	[Literaturen / Special] Literaturen : das Journal für Bücher und Themen	1866-9522
AK00972193	Wuppertaler Biographien	0512-4239
AK00972226	Donauschwäbische Bibliographie : das Schrifttum über die Donauschwaben in Ungarn, Rumänien, Jugoslawien und Bulgarien sowie, nach 1945, in Deutschland, Österreich, Frankreich, USA, Canada, Brasilien, Argentinien, Venezuela und Australien : [Bibliographie]	0340-1715
AK00972792	L' art macabre : Jahrbuch der Europäischen Totentanz-Vereinigung, Association Danses Macabres d'Europe, Bundesrepublik Deutschland e.V.	1615-0368
AK00974279	Referate und Protokolle : ... Mitgliederversammlung	1616-3613
AK00974500	Panorama der tschechischen Literatur : [Textsammlung (Anthologie u.a.m.)]	0139-9195
AK00974905	Polygon : Jahrbuch des Instituts für moderne Fremdsprachen an der Naturwissenschaftlich-Technischen Universität Norwegens (NTNU), Trondheim	1862-1414
AK00975431	Handbuch der öffentlichen Büchereien	0438-5217
AK00975447	Handbuch der öffentlichen Bibliotheken	0301-9225
AK00975466	[Wirtschaftsdienst <Heidelberg>] Wirtschaftsdienst : Zeitschrift für Wirtschaftspolitik	0043-6275
AK00976024	Acts : a journal of new writing	0749-3908
AK00976108	Kino : German film ; international reports	1436-2538
AK00976348	Schriftenreihe des Hedwig-Hintze-Instituts Bremen	1432-8372
AK00977471	Documents et témoignages	1284-6155
AK00977553	Schriften des Ortsvereins Bonn-Köln der Deutschen Thomas Mann-Gesellschaft	1868-1824
AK00977609	Revue de poésie	1293-8955
AK00978485	Münchener Texte und Untersuchungen zur deutschen Literatur des Mittelalters	0580-1362
AK00978570	L' heure nouvelle	2107-0326
AK00978868	Schriften der Museen der Stadt Bamberg	0936-4277
AK00979025	Eine Stadt : Berichte über Kultur und Leben	0420-8838
AK00979027	Berliner Blätter : die Hauszeitschrift der Reichshauptstadt	0405-556x
AK00979235	[Neue österreichische Biographie ab 1815 / Große Österreicher] Neue österreichische Biographie ab 1815	1012-568X
AK00980352	Das Bayerische Inn-Oberland : Zeitschrift des Historischen Vereins Rosenheim	0942-606X
AK00981748	Germanistik in Ireland : Schriftenreihe	1865-8075
AK00982839	Dhauner Echo : Mitteilungsblatt der Heimvolkshochschule Schloß Dhaun	0931-878X
AK00982849	Badische Bauern-Zeitung : BBZ ; Wochenblatt des BLHV	0936-4838
AK00982865	Duisburger Journal : Beiträge und Nachrichten aus dem kulturellen Leben, Stadtgeschichte, Veranstaltungskalender, Wegweiser	0343-3277
AK00982887	FF communications	0014-5815
AK00983536	Gothaer Museumsheft : Beiträge zur Regionalgeschichte	0138-1261
AK00983536	Gothaer Museumsheft : Beiträge zur Regionalgeschichte	0863-2412
AK00983536	Gothaer Museumsheft : Beiträge zur Regionalgeschichte	0863-2421
AK00983596	Gothaer Museumsheft zur Regionalgeschichte	0863-2421
AK00983599	The paper conservator	0309-4227
AK00983608	The conservator	0140-0096
AK00983843	Magazin Forschung	0937-7301
AK00983848	Arguments : bimestriel	0518-5270
AK00983885	[Deutsches Ärzteblatt <Köln> / C] Deutsches Ärzteblatt : ärztliche Mitteilungen	0176-3989
AK00983885	[Deutsches Ärzteblatt <Köln> / C] Deutsches Ärzteblatt : ärztliche Mitteilungen	0176-3645
AK00983929	Telos : die Welt von morgen ; Kultur, Gesellschaft, Forschung	0344-905X
AK00983960	Allemagne d'aujourd'hui : textes et informations sur la vie culturelle en Allemagne	0223-3355
AK00985042	Konstanzer Blätter für Hochschulfragen	0452-4918
AK00985047	Literatura : a Magyar Tudományos Akadémia Irodalomtudományi Intézetének folyóirata	0133-2368
AK00985053	Umjetnost riječi : časopis za znanost o književnosti	0503-1583
AK00985073	Akcent : literatura i sztuka	0208-6220
AK00985096	Pogranicza : szczeciński dwumiesi¸ecznik kulturalny	1233-3654
AK00985123	Sulfur : a literary bi-annual of the whole art	0730-305X
AK00985128	Nykykulttuurin Tutkimusyksikkön Julkaisuja	0782-8632
AK00985151	Gargoyle	0162-1149
AK00985693	Den' po˙ezii : [Textsammlung (Anthologie u.a.m.)]	0234-1832
AK00985717	Leben am See : das Jahrbuch des Bodenseekreises	0177-7181
AK00985764	Phantastisch : neues aus anderen Welten	1616-8437
AK00987150	[Amtliche Schriften] Goethes amtliche Schriften	0232-3656
AK00988593	Dresdner Morgenzeitung	2569-8109
AK00988656	Veröffentlichungen der Historischen Kommission für Hessen und Waldeck	0342-2291
AK00990887	Martius-Staden-Jahrbuch	1677-051X
AK00991543	Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Mathematisch-Naturwissenschaftliche Klasse	0371-0165
AK00991543	Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Mathematisch-Naturwissenschaftliche Klasse	0073-1625
AK00992714	Meridian : Fachzeitschrift für alle Gebiete der Astrologie	0177-3852
AK00992747	Litspeak : a magazine of fiction, poetry and the visual arts	0935-2201
AK00993678	Angermion : yearbook for Anglo-German literary criticism, intellectual history and cultural transfer ; Jahrbuch für britisch-deutsche Kulturbeziehungen ; yearbook of the Centre for Anglo-German Cultural Relations at Queen Mary, University of London	1438-2091
AK00993867	Münchner Beiträge zur jüdischen Geschichte und Kultur	1864-385X
AK00997688	Nothing doing in London	0029-411X
AK00999111	Raabe-Jahrbuch	0483-7886
AK00999115	Jahrbuch der Raabe-Gesellschaft ... : [Bibliographie enthalten]	0075-2371
AK00999172	Licus : journal of literary theory and cultural studies ; Zeitschrift für Literatur- und Kulturwissenschaften	1846-1778
AK00999253	Meddelelser fra Ny Carlsberg Glyptotek	0085-3208
AK00999267	Leipziger Beiträge zur Theatergeschichtsforschung	1869-3520
AK00999535	Lebensberichte - Zeitgeschichte	1861-4698
AK01002333	Marche romane : revue de l'Association des Romanistes de l'Université de Liège	0542-6669
AK01004136	[Humaniora / Germanistica] Humaniora	1736-4345
AK01006500	Sonderdruck ... aus den Sitzungsberichten	0568-4374
AK01006617	Randnummer : Literaturheft	2190-7544
AK01006640	Feuchtwanger studies	1662-9965
AK01006664	Richard-Strauss-Jahrbuch	2190-0248
AK01006759	Lebensformen	1612-2739
AK01008226	Biographien hervorragender Naturwissenschaftler, Techniker und Mediziner	0232-3516
AK01008260	Cahiers de l'Association Française des Amis d'Albert Schweitzer	0153-6133
AK01008463	Nidos s¸asiuviniai = Niddener Hefte	1822-2587
AK01008611	Trifolium : Vermischtes	1612-6181
AK01009486	Études de philosophie médiévale	0249-7921
AK01010229	Bergedorfer Gesprächskreis zu Fragen der Freien Industriellen Gesellschaft. - Protokoll	0522-9138
AK01010478	Folia Germanica	1427-9665
AK01010572	Veröffentlichungen aus den Beständen der Universitätsbibliothek Bonn	0524-0360
AK01011018	Sitzungsberichte der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Philosophie, Geschichte, Staats-, Rechts- und Wirtschaftswissenschaften	0065-5155
AK01011658	Der Einzige : Jahrbuch der Max-Stirner-Gesellschaft	1435-0432
AK01011668	Oldenburger Jahrbuch : Geschichte, Archäologie, Naturkunde : [Bibliographie enthalten]	0340-4447
AK01012104	Almanacco dello specchio	0393-9871
AK01012306	DIN-Taschenbuch	0178-224X
AK01012306	DIN-Taschenbuch	0342-801X
AK01012793	"Alföld : irodalmi és m""uvel""odési folyóirat"	0401-3174
AK01012937	Archiv für Rechts- und Sozialphilosophie : ARSP	0001-2343
AK01012991	L' Arche	0518-2840
AK01013218	Cahiers GLM : [Textsammlung (Anthologie u.a.m.)]	0526-8338
AK01013930	Diogène : revue trimestrielle	0419-1633
AK01013938	Acta Iutlandica	0065-1354
AK01013940	[Acta Iutlandica / Humanistisk serie] Acta Iutlandica	0901-0556
AK01013946	Arbeiten zur Aesthetik, Didaktik, Literatur- und Sprachwissenschaft	0170-8775
AK01014064	L' esprit nouveau : revue internationale d'esthétique	1146-9528
AK01014080	L' éternelle revue	1149-8927
AK01014089	Les études philosophiques : EP ; revue trimestrielle	0014-2166
AK01014103	Études slaves et est-européennes : revue universitaire	0014-2190
AK01014439	Gesellschaft, Staat, Erziehung : Blätter für politische Bildung und Erziehung	0431-7556
AK01014450	Grani : mežkontinental'nyj russkij literaturnyj žurnal	0017-3185
AK01014462	Archiv der Forschungsstelle Osteuropa : Quellen zur Zeitgeschichte und Kultur	1866-4687
AK01014505	Vestdijk-jaarboek	1386-1190
AK01014674	Hvedekorn : tidsskrift for litteratur og grafik	0018-8093
AK01014742	Junost' : literaturnyj, kul'turno-prosvetitel'skij žurnal	0132-2036
AK01014801	Les lettres nouvelles	0024-1407
AK01014878	La linguistique : revue de la Société Internationale de la Linguistique Fonctionnelle	0184-7902
AK01014878	La linguistique : revue de la Société Internationale de la Linguistique Fonctionnelle	0075-966X
AK01015069	Mana : eesti kultuuri ja kirjanduse ajakiri	0464-8145
AK01015146	Vestnik Russkogo Christianskogo Dviženija	0767-7294
AK01015225	Grundlagen der Romanistik	0340-9686
AK01015460	La nouvelle nouvelle revue française	0029-4802
AK01015533	Novyj mir : ežemesjačnyj žurnal chudožestvennoj literatury i obščestvennoj mysli	0130-7673
AK01015580	Regains : revue de poésie	1153-3684
AK01015583	Rassegna sovietica : rivista bimestrale di cultura	0033-9857
AK01015587	Revue de métaphysique et de morale	0035-1571
AK01015704	Septemvri : Organ na S€ajuza na B€algarskite Pisateli ; mesečno spisanie za chudožestvena literatura, kritika i obštestveni v€aprosi	0204-7349
AK01015738	Texas quarterly	0040-4659
AK01015771	Tomis : revist€a de cultur€a	1220-8167
AK01015784	Twórczość : miesięcznik literacko-krytyczny	0041-4727
AK01015795	Új írás : irodalmi, mʺuvészeti és kritikai folyóirat	0041-5952
AK01015811	Il verri : rivista	0506-7715
AK01016165	Embryo : a literary quarterly	0423-0078
AK01016183	The Jewish quarterly : JQ	0449-010X
AK01016221	New statesman : the week-end review	0028-6842
AK01016221	New statesman : the week-end review	0954-2361
AK01016221	New statesman : the week-end review	1364-7431
AK01016246	Republika : časopis za književnost	0350-1337
AK01017062	Abhandlungen der Heidelberger Akademie der Wissenschaften, Philosophisch-Historische Klasse	0017-9574
AK01017143	Schweizer Zeitschriftenverzeichnis : [Bibliographie]	1012-8387
AK01017188	DDR-Gesamtkatalog : [Bibliographie]	0138-5240
AK01017189	[Deutsche Bibliographie / B] Deutsche Bibliographie : [Bibliographie]	0011-9954
AK01017191	Livres disponibles : la liste exhaustive des ouvrages disponibles publ. en langue française dans le monde ; la liste des éditeurs et la liste des collections de langue française : [Bibliographie]	0240-6608
AK01017192	Bayerische Bibliographie : [Bibliographie]	0522-5256
AK01017194	Gesamtverzeichnis der Zeitschriften und Serien in Bibliotheken der Bundesrepublik Deutschland einschl. Berlin (West) : GZS ; neue u. geänd. Titel seit 1971 mit Besitznachweisen : [Bibliographie]	0302-0657
AK01017422	Verzeichnis deutscher wissenschaftlicher Zeitschriften : (VDWZ) : [Bibliographie]	0506-7960
AK01017427	[Gesamtinhaltsverzeichnis der wissenschaftlichen Zeitschriften der Universitäten und Hochschulen der Deutschen Demokratischen Republik / Fünfjahresverzeichnis] Gesamtinhaltsverzeichnis der wissenschaftlichen Zeitschriften der Universitäten und Hochschulen der Deutschen Demokratischen Republik : [Bibliographie]	0433-8324
AK01017463	Zeitschriften-Verzeichnis	0173-7201
AK01017510	Jahresverzeichnis der an den deutschen Universitäten erschienenen Schriften : [Bibliographie]	0233-2949
AK01017514	"Jahresverzeichnis der deutschen Hochschulschriften : Zusammenfassung der in d. ""Deutschen Nationalbibliographie"" erschienenen Titel von Dissertationen, Hab.-Schriften, Rektoratsreden u. sonstigen akad. Veröff. : [Bibliographie]"	0075-2940
AK01017515	Jahresverzeichnis der Hochschulschriften der DDR, der BRD und Westberlins : [Bibliographie]	0323-455X
AK01017516	Gesamtverzeichnis deutschsprachiger Hochschulschriften : GVH : [Bibliographie]	0176-389X
AK01017526	Gesamtverzeichnis österreichischer Dissertationen : [Bibliographie]	0072-4165
AK01017580	Irregular serials + annuals : an international directory ; a classified guide to current foreign and domestic serials, excepting periodicals issued more frequently than once a year : [Bibliographie]	0000-0043
AK01017585	Bibliographia anastatica : a bimonthly bibliography of photomechanical reprints : [Bibliographie]	0006-1204
AK01017587	Bulletin of reprints : [Bibliographie]	0303-4550
AK01017685	Wer was wo im Taschenbuch : Gesamtverz. aller Taschenbücher	0723-8061
AK01017685	Wer was wo im Taschenbuch : Gesamtverz. aller Taschenbücher	0722-3382
AK01017686	Index translationum : cumulative index since ... : [Bibliographie]	0073-6074
AK01017785	Internationaler Nekrolog : Verzeichnis verstorbener Personen aus Politik, Wirtschaft, Kultur, Wissenschaft und Gesellschaft ; mit einem ausführlichen Pressespiegel von Nachrufen aus deutschsprachigen Zeitungen und Zeitschriften	0177-7858
AK01017797	The international who's who	0074-9613
AK01017966	Germanistische Arbeitshefte	0344-6697
AK01018076	The Grants register	0072-5471
AK01018184	The Swiss and Liechtenstein who's who : a biographical encyclopedia of the internat. red series containing some ... biographies of prominent living personalities in Switzerland and the Principality of Liechtenstein	0724-0023
AK01018274	Directory of American scholars	0070-5101
AK01018274	Directory of American scholars	0070-5105
AK01018863	Beiträge zur Geschichte des Buchwesens	0067-5040
AK01019089	L' album : publication mensuelle	2023-0222
AK01019092	Canadian modern language review	0008-4506
AK01019138	Revue générale belge	0035-3078
AK01019145	University of Toronto quarterly : UTQ ; a Canadian journal of the humanities	0042-0247
AK01019146	Valeurs actuelles : répertoire de la presse française	0049-5794
AK01019171	Le crapouillot : magazine non conformiste	0751-5553
AK01019198	Le nouvel observateur	0029-4713
AK01019215	Allgemeine Wochenzeitung der Juden in Deutschland	0342-8796
AK01019217	Allgemeine unabhängige jüdische Wochenzeitung	0002-5941
AK01019258	[Frankfurter Allgemeine / Magazin] Frankfurter Allgemeine : Zeitung für Deutschland	1612-0701
AK01019268	L' humanité : organe central du Parti Communiste Français	0242-6870
