id	display	zdb
AK01758511	Literatur, Kultur, Medien in Deutsch als Fremd- und Zweitsprache : LiKuM	3053435-5
AK01758522	[Religionsgeschichtliche Volksbücher für die deutsche christliche Gegenwart / 3 / Bandausgabe] Religionsgeschichtliche Volksbücher für die deutsche christliche Gegenwart	846702-X
AK01758525	Musiktheater im Dialog	2860180-4
AK01758556	Demokratie und Partei : eine vergleichende Parteienkunde	525376-7
AK01758580	Rizomatica	2719307-X
AK01758598	Comares filosofía hoy	2289272-2
AK01758876	Écrits intimes	978760-4
AK01758966	Katalog : [Antiquariats-, Auktionskatalog]	614902-9
AK01758972	Minima : Literatur- und Wissensgeschichte kleiner Formen	3033736-7
AK01759063	Transnational cultures	2962350-9
AK01759087	Aus dem Archiv geholt	3047565-X
AK01759190	Mimesis. - Wunderkammer : Caleidoscopi	2944298-9
AK01759449	Chapbook	3057177-7
AK01759507	[Vechtaer Universitätsschriften / Sonderheft] Vechtaer Universitätsschriften	61435-X
AK01759512	Vechtaer Universitätsschriften	2666369-7
AK01759514	"Tagung der Kommission ""Arbeiterkultur"" in der Deutschen Gesellschaft für Volkskunde : [Konferenzschrift]"	1099506-7
AK01759569	In ottavo grande	2615878-4
AK01759573	[Colección Síntesis / Literatura] Colección Síntesis	2836268-8
AK01759574	Piccoli fuochi	2870393-5
AK01759707	Il contesto	2213286-7
AK01759782	Bücher der Klärung und des Wissens	844425-0
AK01759810	Schriften und Kataloge des Fränkischen Freilandmuseums des Bezirks Mittelfranken	406516-5
AK01759854	Poesía	2675793-X
AK01759994	Streckenläufer	1080141-8
AK01760076	Weberschiffchen-Bücherei	848264-0
AK01760151	Die Familienstube : illustrirte Monatschrift für Eltern und Kinder	313044-7
AK01760222	Beiträge zur Weimarer Geschichte : Jahresschrift des Vereins der Freunde und Förderer des Stadtmuseums Weimar im Bertuchhaus e.V.	3005257-9
AK01760288	PuKP.s.	2874355-6
AK01760345	Hanauer Geschichtsblätter	957666-6
AK01760385	Schriftenreihe der Deutschen Sebald Gesellschaft	3031125-1
AK01760656	Mikrographien/Mikrokosmen : kultur-, literatur- und medienwissenschaftliche Studien	2977454-8
AK01760679	Jahrbuch ...	2934048-2
AK01760869	Kontraste : Studien zum deutsch-französischen Sprach- und Diskursvergleich	2849469-6
AK01760982	[Meridian books / ML] Meridian books	1437791-3
AK01761045	Berg-Quell : illustrierte Zeitschrift zur Pflege literarischer, pädagogischer und künstlerischer Kultur	2402039-4
AK01761053	Veröffentlichungen des Brahms-Instituts an der Musikhochschule Lübeck	2219463-0
AK01761194	Die Schweiz und der Osten Europas	1193972-2
AK01761220	[Colección Civitas / Nueva Época] Colección Civitas	2807568-7
AK01761224	[Süddeutsche Zeitung Junge Bibliothek / Fantasy] Süddeutsche Zeitung Junge Bibliothek	2517315-7
AK01761251	MonoLit	2943007-0
AK01761370	Klassisch modern : das Magazin der Klassik Stiftung Weimar	3054979-6
AK01761388	Staat, Recht und Volk : wissenschaftliche Reden und Aufsätze	273132-0
AK01761418	Living age books	845236-2
AK01761466	Aue-Säätiön julkaisuja	2195520-7
AK01761470	The Scribner library	1181687-9
AK01761658	Memoiren jüdischer Männer und Frauen	3046147-9
AK01761682	Auktion : [Antiquariats-, Auktionskatalog]	1227511-6
AK01761695	Routledge international studies in the philosophy of education	2130004-5
AK01761798	Beiträge zur Heimatkunde des Bezirks Kirchheim unter Teck : Veröffentlichungen des Teckboten in der Zeit von ...	512055-X
AK01761886	Journal von neuen deutschen Original Romanen : in 8 Lieferungen jährlich	2232017-9
AK01762070	Femmes de lettres	3002663-5
AK01762120	Neue Sammlung	3101765-4
AK01762186	Aquilafuente	2192603-7
AK01762243	Erlanger Studien zur Geschichte	2288857-3
AK01762253	[Mnemosyne <Leiden> / Supplementum] Mnemosyne : MnS	206290-2
AK01762257	Mitglieder-Verzeichnis	1355292-2
AK01762326	[Wissenschaftliche Beiträge aus europäischen Hochschulen / 17] Wissenschaftliche Beiträge aus europäischen Hochschulen	2432604-5
AK01762343	Thüringer Landleben	3062563-4
AK01762423	The B'nai B'rith great books series	1355076-7
AK01762533	Presenze straniere nella vita e nella storia d'Italia	2216507-1
AK01762589	Bildband	2225940-5
AK01762723	Spätdruck	2186051-8
AK01762734	Sonderveröffentlichungen des Stadtarchivs Würzburg	1331397-6
AK01762737	Lebendige Traditionen in der Schweiz	2837163-X
AK01762775	Rabenbetrachtungen : Notizen aus dem Ubbelohde-Haus	3165969-X
AK01762849	Edice statečnosti a odvahy : ESO	1194247-2
AK01762935	Forum für Sprach- und Kulturwissenschaft	2829027-6
AK01763077	Rudolstädter Schriften	3051936-6
AK01763078	Helvetische Militärzeitschrift	538264-6
AK01763204	NOI international	27071-4
AK01763208	Mitteilungen des Württembergischen Theaterbunds	3066813-X
AK01763213	Medienkulturwissenschaft	3054440-3
AK01763223	Linea d'ombra : mensile di storie, immagini, discussioni	1269811-8
AK01763259	Märchenkalender für das Jahr ... : [Kalender]	3053225-5
AK01763287	PMLA : publications of the Modern Language Association of America	2066864-8
AK01763344	Colección Dragón	2495963-7
AK01763522	Verlags-Katalog der J. B. Metzlerschen Buchhandlung	3067190-5
AK01763649	Drąsiuju keliai	2587895-5
AK01763694	The New York review of books	2063752-4
AK01764063	Schriftenreihe Dokumente, Analysen, Kommentare	521355-1
AK01764070	Unsere Heimat	1123672-3
AK01764082	[Ukrainische Freie Universität / Reihe Monographien] Ukrainische Freie Universität	1153533-7
AK01764415	[Zeitschrift für französische Sprache und Literatur / Beiheft] Zeitschrift für französische Sprache und Literatur : ZfSL	200214-0
AK01764476	Studien zur vergleichenden Literatur- und Kulturwissenschaft	3062144-6
AK01764530	Controeducazione	2556138-8
AK01764536	Colección Mesa redonda	3045310-0
AK01764555	Studien zur Geschichte europäischer Periodika	2927497-7
AK01764799	L' autre	2925259-3
AK01765078	Graue Literatur : Studien zu Autoren und Orten	3074344-8
AK01765304	Echo & Narziss : Magazin für Autor:innen des Re:sonar Verlags	3102131-1
AK01765376	[Indian notes and monographs / Miscellaneous series] Indian notes and monographs	918967-1
AK01765423	Littérature, histoire, politique	2724788-0
AK01765463	Uelzener Mosaiken	2837581-6
AK01765624	Jabłonowski-Preis ... : [Reihe Preisträger der Societas Jablonoviana]	2530828-2
AK01765666	Kleine Bibliothek der Lyrik in der Zeit	3047379-2
AK01765702	Collezione di studi religiosi, etnologici e psicologici	1120637-8
AK01765790	Rostocker phänomenologische Manuskripte	2466586-1
AK01765883	In other words	3077054-3
AK01765993	Schriftenreihe Doktorandenforum Auslandsgermanistik	3046003-7
AK01766005	Comunicazione, istituzioni, mutamento sociale	2459333-3
AK01766028	[Mimesis / Voci fuori campo] Mimesis	3203298-5
AK01766052	Guide leaflet series of the American Museum of Natural History	970820-0
AK01766075	Perlen der Literatur	3065335-6
AK01766284	Schlaglichter	2925864-9
AK01766502	[Deutsche Hochschullehrerzeitung / Beiheft] Deutsche Hochschullehrerzeitung : Zeitschrift für Hochschule, Wissenschaft u. Forschung	220489-7
AK01766542	Science guide of the American Museum of Natural History	970763-3
AK01766781	Unesco-Taschenbücher der Kunst	1045656-9
AK01766796	Austral	2588087-1
AK01766815	ohne Titel	2815785-0
AK01767257	Edicija klasici poezije i drame	2985463-5
AK01767268	Texte zur Spracherziehung	2632986-4
AK01767360	Die Kunst in Bildern	2446422-3
AK01767723	Solivagus primum	2946812-7
AK01767798	Reihe kleine Schritte	2106378-3
AK01767825	Dresdner Beiträge zur Geschlechterforschung in Geschichte, Kultur und Literatur	2562180-4
AK01767903	[Stimmen der Zeit <Freiburg, Breisgau>] Stimmen der Zeit	2479181-7
AK01768183	Saarbrücker Schriften zur Rhetorik	2664831-3
AK01768478	Analysen und Ergebnisse der Hebbelforschung	3076819-6
AK01768491	Veröffentlichungen des NS-Dokumentationszentrums der Stadt Köln	2842628-9
AK01768626	Schriften der Malwida von Meysenbug-Gesellschaft e.V.	3008737-5
AK01768658	... Druck der Frankfurter Gutenbergpresse	3104993-X
AK01768762	Libri piccoli Voland	2394794-9
AK01768808	Utställningskatalog	2613457-3
AK01768815	The world of music	2513659-8
AK01768873	ZOOM-ED	3077069-5
AK01769160	Betrachtungen : Schriftenreihe der Friedrich-Nietzsche-Stiftung	2908924-4
AK01769338	Oberösterreichische Schriften zur Volksmusik	2089296-2
AK01769403	Medien und kulturelle Erinnerung	2975464-1
AK01769460	Persönlichkeit im Zeitgeschehen	2718913-2
AK01769485	Wie wir lesen : zur Geschichte, Praxis und Zukunft einer Kulturtechnik	3041050-2
AK01769674	Studien zum sozialen Dasein der Person	2676699-1
AK01769777	Die kleine Schriftenreihe der neuen Zeit	2550660-2
AK01769980	Experimenta : Magazin für Literatur, Kunst und Gesellschaft	3046662-3
AK01770090	Vilenica : mednarodni literarni festival : [Textsammlung (Anthologie u.a.m.)]	1073544-6
AK01770153	Die ultimativen Bibliographien expressionistischer Reihen	3157336-8
AK01770352	Deyu-wenxue-yu-wenxue-piping	2468289-5
AK01770441	Franchili	2654336-9
AK01770511	Texte aus der Bukowiner Literaturlandschaft	2265541-4
AK01770593	Mientras tanto	983255-5
AK01770598	Siècle 21 : littérature & société	2198142-5
AK01770619	Klostermann Essay	2946255-1
AK01770715	Novaja studija : russko-nemeckij literaturno-publicističeskij žurnal	2097031-6
AK01770724	Hochschule Ost : Leipziger Beiträge zu Hochschule & Wissenschaft	1107513-2
AK01770938	Edition Fotohof	2323485-4
AK01771028	Quellen und Studien zur südböhmischen Regional- und Kulturgeschichte	2277498-1
AK01771041	Images, médiums	2903191-6
AK01771072	Avventure del pensiero : una raccolta di volumi impensati, che lasciano il lettore ora pensoso, ora commosso, ora sbalordito, transportandolo in un mondo raramente esplorato dai libri, quasi un'oasi lontana dalle cure e dai pensieri abituali	1325801-1
AK01771398	The future of the past	2415046-0
AK01771589	Dreizehn + 13 Gedichte : [Textsammlung (Anthologie u.a.m.)]	3102385-X
AK01771695	Routledge studies in contemporary literature	2455607-5
AK01771783	Luxus und Moderne : die Ambivalenz des Überflüssigen in Kulturkonzeptionen der Literatur und Ästhetik seit dem 18. Jahrhundert	3102449-X
AK01771936	Schwalbenheft : Mitteilungen der Ernst-Toller-Gesellschaft	2979391-9
AK01771991	Philologie des Abenteuers	2968349-X
AK01772024	Introspektiv	3100492-1
AK01772134	Politische und parlamentarische Geschichte des Landes Hessen	2244255-8
AK01772151	Israel-Studien : Kultur - Geschichte - Politik	2907949-4
AK01772376	Hörspiele, Funkerzählungen	2838909-8
AK01773001	Freundeskreis Fritz Koenig e.V. : F.K.	3053331-4
AK01773016	Bibliothèque Nelson illustrée	2711117-9
AK01773023	Kammwegbücher : ostdeutsches Heimatschrifttum	2674139-8
AK01773161	Premio Sant'Anselmo	2724214-6
AK01773206	Collezione Ubulibri	2837652-3
AK01773268	Klasici svetske književnosti : jubileji	2845401-7
AK01773273	About arts & literature : AA&L	3103645-4
AK01773409	Varchi	2874208-4
AK01773416	Discorso figura	2761774-9
AK01773419	I libri del Premio Giovanni Testori	3036258-1
AK01773525	Gli anelli di Saturno : estetica, media e linguaggi dell'arte	2956682-4
AK01773538	Schnittstelle Germanistik : Forum für deutsche Sprache, Literatur und Kultur des mittleren und östlichen Europas : [Aufsatzsammlung]	3062408-3
AK01773566	Journal aus Urfstädt : [Textsammlung (Anthologie u.a.m.)]	996688-2
AK01773576	Sammlung Fotografie	2905942-2
AK01773606	Spannende Geschichten	793422-1
AK01773692	International journal of comic art : IJOCA : [Aufsatzsammlung]	2184791-5
AK01773702	New England review	759787-3
AK01773714	Contemporary theatre review : an international journal	919483-6
AK01773720	Marxistische Blätter : [Aufsatzsammlung]	1142-3
AK01773727	Habáname : revista cultural habanera	2479259-7
AK01773739	ADE teatro : revista trimestral de la Asociacion de Directores de Escena de España	1328679-1
AK01773746	Lettre internationale : čtvrtletník	914282-4
AK01773862	Film Europa : German cinema in an international context	2422012-7
AK01773997	Vorkämpfer des Jahrhunderts : eine Sammlung von Biographien	846689-0
AK01774038	Thalia : Taschenbuch plastischer, dramatischer und lyrischer Darstellungen für das Jahr 1823	602615-1
AK01774430	WVT-Handbücher und Studien zur Medienkulturwissenschaft	2459020-4
AK01774491	Bild und Bit : Studien zur digitalen Medienkultur	2696277-9
AK01774613	Skrifter	186489-0
AK01774629	Niru Nir : Beiträge zu jüdisch-religiösen Gegenwartsfragen	2473821-9
AK01774733	I gabbiani	1104766-5
AK01774792	Persephone book	2222771-4
AK01774991	Literární noviny : list pro kritické myślení	1034109-2
AK01775388	Blauer Salon : Masteranthologie Literarisches Schreiben und Lektorieren	3058205-2
AK01775413	Bju:k : das Jahrbuch der Charles-Bukowski-Gesellschaft	2205241-0
AK01775573	Zgodovini.ce	2561337-6
AK01775636	Literaturblatt.ch	3106751-7
AK01775809	Esperienze dell'estetico	2970754-7
AK01775884	Ars scribendi	1306032-6
AK01775895	Denkmalpflege in Baden-Württemberg : Nachrichtenblatt der Landesdenkmalpflege	121611-9
AK01775902	Chrismon : das evangelische Magazin	2027709-X
AK01775913	Zin¯atniskie raksti	3055067-1
AK01775986	Nuvole in tempesta	3040385-6
AK01776113	Poesia	2765285-3
AK01776266	Edition Fonte : Autorinnen zwischen Barock und Aufklärung	3061826-5
AK01776453	Seebüller Hefte	2532352-0
AK01776457	Studies in cultural transfer and transmission	2618587-8
AK01776476	Global studies & theory of society	2833717-7
AK01776557	Rombach Wissenschaft. - Reihe Texturen	3103063-4
AK01776575	Kultur: Forschung und Wissenschaft	2195515-3
AK01776604	Die Monatsbücher	1443646-2
AK01776717	Handbücher der Regie	2060792-1
AK01776744	Lyrikforschung : neue Arbeiten zur Theorie und Geschichte der Lyrik	3079072-4
AK01776831	Verlags-Verzeichnis : [Bibliographie]	1458436-0
AK01776853	Litrobona : Zeitschrift für Literatur	3109131-3
AK01776900	Lebenszeichen aus Nordsachsen	1375928-0
AK01776901	Bühnen.Texte : Poetry, Slam, Magazin	2988200-X
AK01776963	European journal of Japanese philosophy : [Aufsatzsammlung]	2857550-7
AK01777034	[Epochen der französischen Literatur / Ergänzungsband] Epochen der französischen Literatur	506569-0
AK01777105	Internationale Schriften des Jakob-Fugger-Zentrums	2824833-8
AK01777146	Edizioni di poesia a tiratura limitata	3106415-2
AK01777165	Prominent klassiek	3108396-1
AK01777217	Biblioteca contemporánea	1108235-5
AK01777251	P.E.N.-Tijdingen : kwartaalblad van het P.E.N.-centrum Vlaanderen	3109788-1
AK01777259	Opción : un panorama de la literatura y el arte universales	3109798-4
AK01777311	Mitgliederverzeichnis	131644-8
AK01777316	Wiesbaden international : Zeitschrift der Landeshauptstadt Wiesbaden	956843-8
AK01777330	Horizons : la revue de la paix	1404295-2
AK01777339	Der Buchhändler : eine Schriftenfolge	994934-3
AK01777427	Theatertechnische Bücher	1334608-8
AK01777570	Buchreihe des Landesmuseums für Kärnten	541452-0
AK01777573	Allgemeines deutsches Kommersbuch = Hauptsacht. früher: Schauenburgs allgemeines deutsches Kommersbuch : [Textsammlung (Anthologie u.a.m.)]	131273-X
AK01777644	Duisburger Geschichtsquellen	1396501-3
AK01777709	Das ist Literatur	3105891-7
AK01777793	DEJAVU Theorie	3074724-7
AK01777814	Schriftenreihe der Schweizerischen Gesellschaft für Filmwissenschaft und Filmrecht	146772-4
AK01777908	Was ist Literatur? : Programm	3011795-1
AK01777976	Chrismon plus : das evangelische Magazin	2028133-X
AK01778055	Vozduch : žurnal poezii	2271311-6
AK01778059	Poiese : exameniaio periodiko gia ten poietike techne	1290275-5
AK01778063	Bonner Universitätsblätter	200903-1
AK01778068	The imp : Plakatfaltschrift	1253338-5
AK01778073	Filter : tijdschrift over vertalen	1343930-3
AK01778105	Vsesvit : žurnal inozemnoï literatury ; nezaležnyj literaturno-mystec'kyj ta hromads'ko-polityčnyj misjačnyk	1176548-3
AK01778112	Studija : nezavisimyj russko-nemeckij literaturnyj žurnal	1378861-9
AK01778171	Klassiker der Literaturgeschichte : Live-Mitschnitt : [Gespräch, Interview]	3120651-7
AK01778352	Gegenwartsliteratur in Mitteleuropa : kulturwissenschaftliche und komparatistische Studien	3092937-4
AK01778556	Schweizerische Militärzeitschrift	280115-2
AK01778674	Edition OstroVers	2939863-0
AK01778679	Jahrbuch ...	2506508-7
AK01778721	Städte und Landschaften	22757-2
AK01778808	Archaeological guides of the General Direction of Antiquities and Restoration	2625047-0
AK01779052	Schriftenreihe des Museums St. Laurentius	2975587-6
AK01779065	Schriftenreihe des Österreichischen Theatermuseums	2271043-7
AK01779098	Bavaria antiqua : verborgene Kostbarkeiten der bayerischen Kulturgeschichte	188391-4
AK01779173	[Philologus / Supplement-Band] Philologus : Zeitschrift für das klassische Altertum	123515-1
AK01779343	Der Spiegel	2015053-2
AK01779489	Philosophische Anthropologie	2205498-4
AK01779595	Knjižna zbirka klasična Beletrina	3187432-0
AK01779596	Studies in Jewish history and memory	2841753-7
AK01779749	Aus dem Archiv des Grauen Hauses : eine Sammlung merkwürdiger Wiener Straffälle	527004-2
AK01779910	Poetikvorträge in Ljubljana : Schriftenreihe	2903233-7
AK01779991	Deutsche Volksbücher	2231026-5
AK01780198	Zeitschrift für Didaktik der Philosophie und Ethik : ZDPE	2074345-2
AK01780272	Piauí	2771884-0
AK01780347	Beiträge zu Literatur und Medien der Gegenwart	3094968-3
AK01780525	Die Bresche	194274-8
AK01780592	Boekie boekie : boekenkrant voor kinderen	3116154-6
AK01780641	Kriminalität in Literatur und Medien	3111785-5
AK01780649	Undisziplinierte Bücher : Gegenwartsdiagnosen und ihre historischen Genealogien	2949090-X
AK01780708	Globalisierte Literaturen : Theorie und Geschichte transnationaler Buchkultur = Globalized literatures : theory and history of transnational book culture	3098949-8
AK01780896	Argumente zur Zeit	2441561-3
AK01780901	Sfd & ...	3001115-2
AK01780923	Die Immen-Bücher	1410057-5
AK01781019	Weltenportal	3073558-0
AK01781662	Praktiken der Kritik	3026072-3
AK01781681	Passages online	2919924-4
AK01781976	[Jahreshefte Gesellschaft für Naturkunde in Württemberg / Sonderband] Jahreshefte Gesellschaft für Naturkunde in Württemberg	3191564-4
AK01782025	Aufsätze & Miszellen : Schriftenreihe der Mecklenburgica	2945276-4
AK01782062	Schriften aus dem Strieffler Haus der Künste	2857966-5
AK01782147	Saggi	2941489-1
